country,51 Open evergreen broadleaved - 10-20,51 Open evergreen broadleaved - 20-30,51 Open evergreen broadleaved - 30-40,51 Open evergreen broadleaved - 40-50,51 Open evergreen broadleaved - 50-60,51 Open evergreen broadleaved - 60-70,51 Open evergreen broadleaved - 70-80,51 Open evergreen broadleaved - 80-90,51 Open evergreen broadleaved - 90-100,52 Closed evergreen broadleaved - 10-20,52 Closed evergreen broadleaved - 20-30,52 Closed evergreen broadleaved - 30-40,52 Closed evergreen broadleaved - 40-50,52 Closed evergreen broadleaved - 50-60,52 Closed evergreen broadleaved - 60-70,52 Closed evergreen broadleaved - 70-80,52 Closed evergreen broadleaved - 80-90,52 Closed evergreen broadleaved - 90-100,61 Open deciduous broadleaved - 10-20,61 Open deciduous broadleaved - 20-30,61 Open deciduous broadleaved - 30-40,61 Open deciduous broadleaved - 40-50,61 Open deciduous broadleaved - 50-60,61 Open deciduous broadleaved - 60-70,61 Open deciduous broadleaved - 70-80,61 Open deciduous broadleaved - 80-90,61 Open deciduous broadleaved - 90-100,62 Closed deciduous broadleaved - 10-20,62 Closed deciduous broadleaved - 20-30,62 Closed deciduous broadleaved - 30-40,62 Closed deciduous broadleaved - 40-50,62 Closed deciduous broadleaved - 50-60,62 Closed deciduous broadleaved - 60-70,62 Closed deciduous broadleaved - 70-80,62 Closed deciduous broadleaved - 80-90,62 Closed deciduous broadleaved - 90-100,71 Open evergreen needleleaved - 10-20,71 Open evergreen needleleaved - 20-30,71 Open evergreen needleleaved - 30-40,71 Open evergreen needleleaved - 40-50,71 Open evergreen needleleaved - 50-60,71 Open evergreen needleleaved - 60-70,71 Open evergreen needleleaved - 70-80,71 Open evergreen needleleaved - 80-90,71 Open evergreen needleleaved - 90-100,72 Closed evergreen needleleaved - 10-20,72 Closed evergreen needleleaved - 20-30,72 Closed evergreen needleleaved - 30-40,72 Closed evergreen needleleaved - 40-50,72 Closed evergreen needleleaved - 50-60,72 Closed evergreen needleleaved - 60-70,72 Closed evergreen needleleaved - 70-80,72 Closed evergreen needleleaved - 80-90,72 Closed evergreen needleleaved - 90-100,81 Open deciduous needleleaved - 10-20,81 Open deciduous needleleaved - 20-30,81 Open deciduous needleleaved - 30-40,81 Open deciduous needleleaved - 40-50,81 Open deciduous needleleaved - 50-60,81 Open deciduous needleleaved - 60-70,81 Open deciduous needleleaved - 70-80,81 Open deciduous needleleaved - 80-90,81 Open deciduous needleleaved - 90-100,82 Closed deciduous needleleaved - 10-20,82 Closed deciduous needleleaved - 20-30,82 Closed deciduous needleleaved - 30-40,82 Closed deciduous needleleaved - 40-50,82 Closed deciduous needleleaved - 50-60,82 Closed deciduous needleleaved - 60-70,82 Closed deciduous needleleaved - 70-80,82 Closed deciduous needleleaved - 80-90,82 Closed deciduous needleleaved - 90-100,91 Open mixed forest - 10-20,91 Open mixed forest - 20-30,91 Open mixed forest - 30-40,91 Open mixed forest - 40-50,91 Open mixed forest - 50-60,91 Open mixed forest - 60-70,91 Open mixed forest - 70-80,91 Open mixed forest - 80-90,91 Open mixed forest - 90-100,92 Closed mixed forest - 10-20,92 Closed mixed forest - 20-30,92 Closed mixed forest - 30-40,92 Closed mixed forest - 40-50,92 Closed mixed forest - 50-60,92 Closed mixed forest - 60-70,92 Closed mixed forest - 70-80,92 Closed mixed forest - 80-90,92 Closed mixed forest - 90-100
Benin,0.0570797060264264,0.0021339235664999,0.0001565853324580042,9.978362982004528e-05,2.6552657142001763e-05,2.962040925041822e-06,2.130448827131204e-06,5.324928196159817e-07,7.102420482851812e-07,0.0033172083648181,0.011101033791012,0.0039932660444646,0.0034668976760987,0.000627084429123224,3.078418195257222e-05,1.832859240525353e-05,3.727772039496813e-06,8.693686460503613e-06,0.0620054413479803,0.0105482552667,0.0006067916798085985,0.00014037362268194952,2.8035005241698472e-05,1.7727452856775017e-06,3.013232173998404e-06,8.855672675167625e-07,1.0627185318412558e-06,5.123401553096038,1.4944842474005815,0.1169591957518388,0.0331007593979482,0.0061023340211305,0.0006806361856401195,0.000518480850539105,0.00025120082075978737,0.00029637065947261645,0.0327048512697307,8.053152972447672e-05,1.505378406818636e-06,1.062128845319421e-06,8.814884466801233e-08,8.88024445089286e-08,8.880415691692178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.789469952017262e-05,2.49847242916896e-05,4.214821908467635e-06,5.081551189092868e-06,3.040115105302537e-06,1.7772405414007153e-07,8.858540923029069e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2048026177952402,0.0005297448143823499,1.319290304735432e-05,7.4878702627487134e-06,3.104602775749754e-06,2.65890029993443e-07,3.5438304024637546e-07,8.881485058509497e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,0.2031143695361128,0.052425268217695,0.0175177562558585,0.0204956989082193,0.0116671227559705,0.0007145782217505165,0.00023583744244314289,2.1318243348389387e-05,5.4945775495696125e-05,0.1472208070368525,1.033732603977145,0.7666595899654572,1.3392680928348712,2.5638713574803305,0.5461076060313982,0.6127058392893459,0.0530769974016617,0.0333700516279532,0.150719439879088,0.0382282049562118,0.0062510633898659,0.0047964477960609,0.0020375669154302,0.00012061548158523656,6.133532706714357e-05,6.905664361168009e-06,2.7821057187793485e-05,16.466657812192675,5.675535344853908,1.3578137215191477,1.3513849789706682,0.5479891718964327,0.0235964362155059,0.0104354115360415,0.0006367949176813412,0.0013866474150827,0.2102183644854696,0.0027770592660875,0.000357688203240876,0.0002537106057027203,8.463220603110411e-05,6.462606071726682e-06,3.817886138790527e-06,3.552121086158877e-07,7.989145700548761e-07,8.414784460342162e-06,3.102116857434112e-05,4.221347020916255e-05,7.747120078960279e-05,6.208405719831944e-05,5.50472770299848e-06,2.486339198526366e-06,8.88833397993949e-08,1.777774869538007e-07,0.0006044444303968783,0.0002196533083103507,8.14554565479295e-05,0.00011736601489109732,0.00026524951784197395,3.674403762232714e-05,1.9383965966916743e-05,4.882800937246108e-06,8.088704134934233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578509819010223,0.0140814321117323,0.0012012028269764,0.0008032987028882438,0.0005088405961808015,9.415699380463808e-05,4.591457066241259e-05,5.650531974403489e-06,1.45763106544905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,0.0126048745233573,0.0111593518568422,0.0064661175807232,0.0140004922497331,0.0198877631483057,0.007479960879943,0.0071218365950252,0.0026667034233977,0.0053872722623008,0.0225432826604996,0.1128074095359353,0.144211001658876,0.5438180001963343,2.0005488280926205,1.7181064073686414,4.274559595937688,2.132092249777318,11.968833656763076,0.0090567395057622,0.0110366522726487,0.0036733864276855,0.0058724688084428,0.0033724524250477,0.0012403880715509,0.0010589746080874,0.0002946981181505424,0.00032083447087671857,2.5350975427849654,5.003220276650087,2.4143748888491987,2.929299757786701,1.6492974325996883,0.192582931033117,0.0753811787656576,0.0240155485898557,0.0274424124374241,0.0318396097979062,0.0009321409724745756,0.00014653641959211307,0.00022494327929972895,0.00022872946582756592,6.079757803500267e-05,3.7008079556244414e-05,8.112749590338808e-06,1.1775722036588832e-05,2.668466073885156e-06,1.5829529090183314e-05,2.2072501401737558e-05,0.00010594558630572236,0.00018933329890076015,6.078348042137805e-05,2.878795180549787e-05,6.952268300608466e-06,5.079317823231122e-06,4.693673285169766e-05,5.6575436637729126e-05,2.5412804117986613e-05,4.508632762660151e-05,8.293500701489508e-05,5.4724762200919486e-05,0.00014652318111844765,5.748854476769227e-05,0.0002965729245727902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905979327915037,0.0112836188755058,0.000957148188944292,0.0011725569487952,0.0021675967840684,0.0010608415701097,0.0024864370252943,0.0003682157099477173,0.0008577088278330207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Equatorial Guinea,4.556869024420795e-05,0.00010919936210082787,7.448408746781484e-05,0.00022855249504382703,0.000375180980938109,0.00017519792577114484,0.0004980974592701206,0.0002939090044790481,0.0053841622368246,0.0010414661995933,0.0030224030267217,0.0026073146714071,0.0109010738992989,0.040487274738823,0.032431720196546,0.2014530789761605,0.1491707160624742,2.106681640663872,0.0002696770955689748,0.0006957520899944444,0.0002096188047188468,0.00042247849480397536,0.0004394584134187521,0.0002006261325054955,0.0004772548961557779,0.00017737338092966106,0.0002664475728115476,0.0005488777003961332,0.0013629479106678,0.0007166577424636482,0.0016259326513754,0.0028974247294293,0.0015465190870823,0.0040482993468873,0.0018504803081435,0.0035537635890831,3.574227349645298e-07,4.465817369236902e-07,1.7875791513688458e-07,1.3402275911289507e-06,2.1443736528681256e-06,1.1615977442147596e-06,1.6977748060753584e-06,2.0553100057441043e-06,1.3403098506614697e-06,8.935180062508152e-08,2.6806539210610936e-07,8.93624800824e-08,5.361450376994981e-07,7.147141261043544e-07,8.042125614338147e-07,1.7871014108550298e-06,7.145935256858138e-07,6.253893758412232e-07,0.0,1.785813239507661e-07,8.933426443036296e-08,6.249903776733845e-07,1.161440522423618e-06,6.726662723129569e-07,4.198147841805167e-06,3.6545521346769703e-06,2.698761120711879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.433383042292462e-06,1.018501370708691e-05,6.789642313265176e-06,1.759724893446446e-05,3.77255812195494e-05,1.874380074314906e-05,6.885688815421698e-05,4.8068445209992205e-05,0.0003606971503371073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome & Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.936036266504743e-08,0.0003735442676266271,0.0005054140589208219,0.00015739824872092217,0.000706233195549265,0.0007851637862323318,0.0007209776120938178,0.0014454278020511,0.000166473721728545,0.0087960406461952,2.681899999856796e-07,8.936167006368123e-08,0.0,8.939640849803254e-08,0.0,0.0,0.0,0.0,4.469829875120013e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.939642270888727e-08,0.0,8.93964156034599e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2566885961480996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,0.0006406234529692359,0.0020899348119562,0.0007105419507660557,0.0015416249415017,0.0026856404810025,0.0014361754525273,0.0076293435187532,0.0027984946594189,0.0845100915903829,0.0072440274443752,0.0306597679225192,0.0230454857877053,0.0779219916018962,0.2011970063161748,0.1393656460457281,0.9185060598930652,0.7071746277484793,19.559121408983383,0.013512684417526,0.0161554638879958,0.0019162916564844,0.001894285053578,0.0010141636493838,0.00032361297847813833,0.0008303536004462712,0.0002813419483473467,0.0033373723831341,0.1040090601979948,0.1745771278970255,0.0659899099063512,0.0904113872050224,0.0522186822914961,0.0102584549260338,0.0155406141032266,0.0049538763914087,0.0235082120502357,9.831017564465585e-07,6.0766949161461525e-06,2.8591211105322145e-06,7.122060334635909e-06,1.2157525961326349e-05,5.808267516727028e-06,1.1169152344336908e-05,5.718699519263737e-06,1.1974588701946232e-05,9.825206461755442e-07,5.090670477159165e-06,2.1435059451846428e-06,4.465855184321299e-06,3.4838986309182478e-06,1.3399100353694848e-06,2.680778514729809e-06,1.6086645757695806e-06,1.7875498699027048e-06,1.9664234329752617e-06,1.0812347991678089e-05,6.15914020944702e-06,2.029486074605962e-05,5.599260516797077e-05,4.2207157057017705e-05,0.00017203004550118945,7.189140564617326e-05,0.0005989401547221091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.764352324214159e-05,0.0002628477660948647,0.0001309020258143037,0.00026096875998093743,0.00034848108766110547,0.000135929069452178,0.00034405908366443776,0.00016301141760154077,0.0010789569679145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rep of the Congo,0.0049373685265096,0.0097104659732482,0.0034230589393028,0.0043872234357232,0.0025169307434401,0.0006907230698136215,0.0018083116957322,0.000541426328174575,0.0027510351960346,0.0063698182105449,0.0665578508717078,0.0990622986432247,0.3421575671782673,0.8005347235678196,0.3711199602812984,1.3656225117573526,0.7575391341219754,9.167414688303207,0.0150344433486776,0.0310511693585284,0.0027075689191232,0.0015795458558651,0.0008608738534766368,0.00022999059345544444,0.0004465782748071917,0.00011806193643900652,0.0003488627324350537,0.6790763833597842,3.162669010227376,0.8226257311349313,0.5379301462558622,0.1834718671304959,0.0325906032780352,0.052501166695438,0.0081164652941153,0.0135247602959202,2.427807231697443e-05,9.448037512527208e-05,4.430797181242952e-05,9.522011278008612e-05,0.00010565036415951066,3.4473344385332894e-05,6.075586551190781e-05,9.91362117730432e-06,1.2236016587507947e-05,1.4038870433557136e-05,1.5256528932638956e-05,3.060725447312507e-05,0.00010626661924817428,0.00013115000618313388,2.4362979068826007e-05,2.813141673385644e-05,6.517850344778253e-06,4.3764321517869575e-06,9.200456979385764e-06,4.03851635005193e-05,4.922371215226416e-05,0.00015207870013030596,0.00022907592818199876,0.00011412959547510915,0.00041535177741280893,0.00015142545775165338,0.0006832322308462566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007762900899876968,0.0021902645716039,0.0011573420838857,0.0023322014396892,0.0019811491917975,0.0005263807026096856,0.0008104149529262595,0.00025746350511443486,0.0006569744575398652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Rep,0.0096989379283013,0.0109191829916621,0.0028264829141341,0.0041831659176862,0.0129653823815108,0.0117930646023113,0.0094614874028011,0.0030295246428246,0.0016221876196738,0.000995311789437678,0.0057566602081142,0.0090311058544469,0.0528376993875445,0.6683858442065528,1.401949533134158,1.711792805621434,1.1474698291968044,3.6027003695711697,0.0144009875141743,0.0052632523690056,0.0009500066935022382,0.0008658426299497117,0.0015893724928763,0.0021540433868949,0.0017716159032303,0.000392629763872776,0.00017288390065317571,1.858987119447602,7.226928597452098,5.191535382669148,10.946979896172795,17.211933499425168,2.8627579912508545,0.8698631547650989,0.1169312342162264,0.0930008428219273,4.353673925750708e-05,3.384710025625616e-05,1.3453697334490897e-05,2.5728177365914573e-05,4.52490008285622e-05,3.364537332566451e-05,3.195764084418719e-05,6.8601020117853295e-06,5.348610365274453e-06,0.0,0.0,8.913092131024315e-08,8.0160824467157e-07,5.011262961030592e-06,4.722374029597631e-06,4.009904529311825e-06,1.6039042449733645e-06,1.0701197865614631e-06,0.0001015552796240357,7.065482939355783e-05,3.177676885470378e-05,7.506123157348415e-05,0.00017516324632922803,0.0001798868187847802,0.0002083796656316228,0.00011755570774596436,0.00018916809146200345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376578379757158,0.0251181995472541,0.0030143842245352,0.0012574704565046,0.00032594574630651866,0.00015104195636865824,0.0001879857727173577,7.000034057824678e-05,0.00015913767156619356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dem Rep of the Congo,0.0788855050620512,0.1170936328481001,0.0530428752919329,0.084679370016397,0.110166309574595,0.049501574874835,0.0582019114101205,0.0224358748422721,0.0316094867475273,0.0190838647433487,0.11567626737048,0.1894974937445659,0.8879800397930979,3.50638818954829,3.920473901070684,6.809617812419092,5.9236824640869,22.58269172242396,0.0868610619775081,0.0545546054055142,0.0073472368250332,0.0078192541091391,0.0118724307177083,0.007538333097937,0.0077019153823661,0.0028633901051377,0.0040847847742011,4.061007820359637,16.657498399585986,11.05623253990916,18.844128594579583,25.941956791217237,4.62574235110653,1.2805218003863603,0.2946478369195714,0.2922942639194267,0.002560090118572,0.0027046372192741,0.0014841913816744,0.0029510483208026,0.0025381709848132,0.0007044380922641445,0.0006000455706837931,0.0001459657816581358,0.00013069102429156767,9.778394484931586e-06,5.9101942035511e-05,0.00012125148271735496,0.0005139491652457195,0.00044981552440545743,0.00014473181504826016,9.409280298910971e-05,2.2928253450515967e-05,1.793954364615047e-05,0.00040146260108403953,0.0008973898438102265,0.0006459201513351331,0.0014399189387788,0.0018373525679289,0.0010290483550406,0.0016846768508363,0.0011216882358378,0.0039982339557056,3.56821004743324e-07,3.1280112438025758e-06,1.697822628443646e-05,8.006347618305654e-05,0.0001893196821924903,6.637003929910179e-05,8.907363063315188e-05,3.245776426297198e-05,2.443733454526864e-05,0.0386041892420289,0.0440511763032047,0.0152156580698124,0.0178522481649034,0.0131835149813038,0.0047879217220876,0.0057777189432817,0.0039647618102192,0.0130964388934629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,0.0130848909876184,0.0134584558375763,0.010603062797671,0.0176632943198317,0.0164643824584019,0.0139167595158258,0.0211280759813925,0.0318194301445456,0.0247045743316324,0.0015814522698309,0.0017058498649416,0.0013107525718414,0.0025773287550951,0.0030988011365004,0.0022808319278347,0.0082000433305444,0.0230953210859632,0.1199376191834003,0.008535788425095,0.0099426518697019,0.0071221831795089,0.0131225647478116,0.0102751335120014,0.0092040793856379,0.013757923860974,0.0212694080796911,0.0150083512351811,0.1980244166695078,0.2176894987795736,0.1592634414407774,0.3155925408860749,0.4080130747378139,0.4415437878089522,1.52344786452017,4.626041090543291,4.9272801465434,0.0005599344479334462,0.000596718663784378,0.00047662013709176185,0.0008751102098024573,0.0006948621958732045,0.0006103269815295173,0.0010567253869521,0.0017835954814118,0.0012472482724863,0.0285808058773082,0.035852409047945,0.0368608083681387,0.0897089669517671,0.1185674124412875,0.1512962963459053,0.483929570442807,3.1530934817662057,7.063636785284933,0.00017515908049295947,0.000178118476255871,0.0001146291667577724,0.00026406778288952187,0.0002797740637952157,0.0003696064207432795,0.0011635493074623,0.0120760499638011,0.0100684188477211,0.0015344068717014,0.0016335957441554,0.0013719498996464,0.0027024647335096,0.0026741541356271,0.002476963131699,0.004721339319665,0.0106506652941417,0.0060690990637375,0.0004449293558292645,0.00033787047843646285,0.00019060776184526656,0.00035632703708659186,0.00020146486119137857,0.0001563433394003246,0.0002117647557017166,0.0002169007428715382,8.470670074970877e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, South",0.0017889603833321,0.0027880119399499,0.0023530539958104,0.0058558460108253,0.0045850767733928,0.0041364780904644,0.0052433569615865,0.0021995078990279,0.0002192349999177168,2.6697433342998884e-05,2.729253379168112e-05,1.440905566947576e-05,2.2663671128395665e-05,1.553203737835381e-05,8.862171000600938e-06,8.747228299910148e-06,3.800006194084888e-06,8.918078293618237e-07,0.0013507125709589,0.0015888381391704,0.0010749578459302,0.0028599067721305,0.0019854349951578,0.0012640852530195,0.0011968447551945,0.0005007504598484828,7.748257263314457e-05,0.1421812077801696,0.1799072362199818,0.2018224411860208,0.5141924497120106,0.7967939118923794,0.9517929097972598,1.2307078442851536,0.6441275542310564,0.2211505951813406,0.0004527320204108414,0.0006415622667077236,0.0004755148259567541,0.0013633516836738,0.0008082372041701212,0.0005386356572261617,0.0004940634035473662,0.00014167774500606356,1.8534574380169037e-05,0.0074066029885018,0.0139424729869297,0.0145662553334079,0.0660702501076217,0.1132067622210325,0.1281065504999938,0.1607882734314192,0.088968816682381,0.0142535861540899,4.3486772440815e-06,5.516217022716319e-06,4.461494898364168e-06,2.15324327754729e-05,3.1309148042169e-05,4.519271514169532e-05,4.810339218153104e-05,7.124961733495638e-06,7.371923302912364e-07,0.0005731532233934955,0.0008965242095466213,0.0008987209995886618,0.0044406015038607,0.0031652776102796,0.0016319800934992,0.0009778380779775987,0.00023839241276361385,5.45803233933384e-05,1.625473180082263e-05,8.197729798850746e-06,4.545357242117613e-06,7.843350603142133e-06,3.068838012154629e-06,3.7814411182988377e-06,4.52638441572617e-06,1.0816241333386376e-06,7.403054524957042e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, North",0.0010444050645041,0.0009228292463981356,0.0007503970240146411,0.0013308395973614,0.001090494490495,0.0012827673761979,0.0018342936427728,0.0007892612877142824,3.682843816932291e-05,7.585096163609251e-06,4.773652321432564e-06,1.8284448017880093e-06,2.977988941665899e-06,4.114649314601593e-07,0.0,2.08060576767366e-07,6.954694242722327e-08,0.0,0.0008054143148243043,0.0005359982146040474,0.0003634118856346484,0.0005565994698520896,0.0002365639216821712,0.00019383165179220896,0.0002123439376831016,5.397841717780239e-05,2.0414242030142304e-06,0.3025342896329193,0.2985692089705993,0.3078931958591111,0.6376762752060304,0.8815037936237344,0.9136967192107006,1.12794428516545,0.233926576729336,0.052547649094913,0.000497485242571186,0.0003907876333716936,0.0003204461816674869,0.00047656018486246497,0.00027185123260634926,0.00023443143778933967,0.0003109346258085566,7.197902081657048e-05,4.680451020533383e-06,0.0047838040141228,0.007308752937824,0.0090429336111152,0.0281817966540933,0.0530566907899284,0.0777854856153618,0.206740175256735,0.1148458677887429,0.0053362742747395,0.00023811542789446756,0.0004304898178588701,0.0005672477435561073,0.0016804334144395,0.0038089358775283,0.0038705397401798,0.0081129661859975,0.00333626255874,8.91418696582491e-05,0.0109757566022898,0.0143148329271548,0.0258479907308927,0.075005731501396,0.1275702165723873,0.1072128265298188,0.1361302700350136,0.0147466906464891,0.0016083792354706,2.703201337209628e-05,9.442964281280344e-06,3.4166407445468394e-06,4.934470777890974e-06,5.308175531126835e-06,8.325512780515965e-06,1.7300723257562822e-05,5.527201544452964e-06,1.210676863649951e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,0.0020886970260374,0.0022300389551726,0.0019712696439655,0.0058511654142295,0.0144885805466979,0.0249446483403375,0.065992356552843,0.0345571148594374,0.0103999415119845,0.0006636621935101061,0.0011428242082374,0.0005512436684540489,0.0011327878897446,0.0012983532629107,0.0009157955600684886,0.000914442360333112,0.0005022325512555881,0.00015333879571954867,0.0009225966474827116,0.001022625313041,0.0007841628164837901,0.0023456520944385,0.0034595958421233,0.00585740136347,0.0146607716019839,0.0086258762607879,0.0006450353400405181,2.202390639270784,2.426367720569424,2.045762934929276,4.579791697391133,5.766793709367512,5.055537340779273,5.78313360406243,2.753248704824231,1.5193451147667154,0.0028144035236554,0.0028739154959452,0.0027645677700292,0.0078490528782717,0.0131454589028996,0.0174013990807284,0.0273625417498755,0.0094195612258261,0.0025847350274617,0.0972199476826886,0.170417437066372,0.1119730955446502,0.3314544723465347,0.4113010771332912,0.461663103092468,0.6257971419865211,0.3693336186999662,0.0648619932687199,0.0022448449704875,0.0029379287362472,0.0032528416270805,0.0175610723232927,0.0770579821413598,0.1612474415467648,0.4428945969169524,0.1928494533034165,0.0311293491263001,0.3597544130498886,0.3781217577950311,0.5322550962203656,1.633482745338127,2.5485912201683494,2.0127679026713343,1.173400046664117,0.2769909941805913,0.0651019663055324,0.0001195827223451782,8.901604327777433e-05,7.044221866608195e-05,0.00016030086331336496,0.0001909775555481883,0.00017795881725390927,0.0002360749187602096,0.0001547635327661112,3.312684036416158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,5.065050645651813e-05,4.096361782284884e-05,3.360277361261243e-05,5.495789042874592e-05,5.442820009181681e-05,3.586288993594891e-05,6.530303297434242e-05,0.0001136547213199054,4.440196177919334e-05,8.096218233077934e-05,6.78614811917555e-05,4.05344533263019e-05,5.024628489991301e-05,3.326119801982941e-05,1.6404204110642695e-05,1.4328257002205191e-05,2.4562545846151806e-06,9.358703536577196e-07,0.0008345580993031211,0.0004272015656423815,0.0002868612899792776,0.0005654920234441781,0.0004565589389275798,0.0004041169856036805,0.00062209684185205,0.0005690643405021444,0.00016711762726089318,0.0125721425094342,0.0106894196523798,0.0051060681520062,0.0076310484743072,0.0053724574944302,0.0030529298838254,0.005835245152246,0.0051105927346019,0.0018470204454624,0.0030741164312857,0.001379644832736,0.0006906274357189843,0.0013411417552984,0.0006186988066581023,0.0005009390042197027,0.0006083162425965457,0.0003766932891366119,9.273871187787108e-05,0.1007209171781824,0.0613657332400753,0.0519556900477841,0.0940732105942994,0.0783219980818454,0.0732342523704321,0.1148423427434041,0.1212379195482473,0.0250507823411497,0.0109783170135805,0.0064310492626689,0.0017981251369933,0.0038139114381664,0.0005524450741893527,0.0006319121690239626,0.0006039867256256719,0.0005620071054245974,0.00013765859216618992,0.1145387009272421,0.0694421680610257,0.0572291825228912,0.1521199801947452,0.0721788756212959,0.0902955170851066,0.1556343149428159,0.2347824493372142,0.0482260264099668,0.00014657006825469874,3.41737488379105e-05,6.414252833304304e-06,9.634987129913952e-06,5.282610615608974e-06,3.0829769741558266e-06,2.448629984996842e-06,1.358200044876412e-06,4.547821674805164e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,0.0024434328995386,0.0019532693778259,0.0014138477503113,0.0033339860621562,0.0017588477508109,0.0015508260716994,0.0024577257735022,0.0016395635233276,0.00017507742225670125,0.1707535813201855,0.1909815056922829,0.1872838993107822,0.4680081395364048,0.7114076161306486,0.6649839860695114,1.511150589451604,2.178060117980238,0.7357728481242358,0.0076051626583916,0.0047223219862191,0.0059929912985178,0.0119473375072593,0.0115088497439413,0.0110571372977194,0.025298491053637,0.0347658701105696,0.0061211852783441,0.330681062710698,0.3167888032401548,0.2378499435931364,0.5104235027763605,0.4705675115202274,0.3488585013262652,0.4642805582391746,0.2634436683083418,0.0513720488152396,0.0057203249657538,0.0058220632070176,0.0080151767325802,0.0139104178658192,0.0159708569366895,0.008930221583691,0.0125980117673401,0.0133326549562632,0.0029550115510511,0.879568601496728,0.8539939208948113,1.223971437007476,2.5542620166375847,2.536942435975448,2.340700628973684,4.875209853299068,6.573125816832847,0.9960692717105102,0.0004924546674232033,0.00026256572591798174,0.0002774618300023235,0.0006453045890801675,0.0008837448394847531,0.0009467022122925518,0.0022180789726404,0.0019624590267779,0.0010336510897972,5.5589388978205534e-05,5.865499179691369e-05,5.5276766453005166e-05,0.0001280419913825045,8.299428988323143e-05,6.0563778255584566e-05,7.57861296492024e-05,4.168008484128905e-05,2.265444138060957e-06,0.0039044522451491,0.0028941221982547,0.0019107157762177,0.0040526654144748,0.0041611366727332,0.0034159753221469,0.0054632241219871,0.0033683964214939,0.0015071202140659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
